,year,FIPS,County,State,yield,area,tmax5,tmax6,tmax7,tmax8,tmax9,tmin5,tmin6,tmin7,tmin8,tmin9,tave5,tave6,tave7,tave8,tave9,vpdmax5,vpdmax6,vpdmax7,vpdmax8,vpdmax9,vpdmin5,vpdmin6,vpdmin7,vpdmin8,vpdmin9,vpdave5,vpdave6,vpdave7,vpdave8,vpdave9,precip5,precip6,precip7,precip8,precip9,tave56789,vpdave56789,precip56789,precip_gs_mean,precip_gs_std,precip_gs_z,yield_ana
0,2013,27085,MCLEOD,MINNESOTA,6.68,1900,18.4619272077,24.1530555444,27.8561538684,27.319061210700003,24.6534572487,7.35858147899,14.2161410199,16.5109305228,15.0073159666,11.3726367588,12.9102543433,19.1845982822,22.1835421956,21.1631885886,18.0130470037,12.6013854402,15.1105000018,20.5374565602,18.3085566663,16.7548461517,1.10657154807,1.37404700727,1.98136889896,1.20513234017,0.957410255803,6.85397849415,8.24227350454,11.259412729600001,9.756844503260002,8.856128203739999,112.617820355,193.05769226400002,59.8705128382,45.4946150492,51.7347436883,18.69092608268,9.028127307887502,462.7753841947,483.0573160074539,112.95687079960344,-0.17955465364064513,-0.7125474260172453
1,2011,27085,MCLEOD,MINNESOTA,6.22,1400,18.352142267999998,24.347346142,29.9036848622,26.7367038766,21.8775427321,8.125769235169999,14.409764969200001,19.141956176300003,15.278316784100001,8.86994444928,13.2389557516,19.3785555556,24.522820519299998,21.0075103304,15.3737435907,11.319429281600002,16.318662392100002,19.7623572998,16.1143258998,14.996064094000001,1.2640157148,2.0096666676700004,1.45853184403,0.902026467326,0.6940683760899999,6.2917224982099995,9.16416452987,10.6104445719,8.50817618358,7.845066235039999,146.291666627,99.6106410416,144.235641293,53.371025547799995,7.948205134069999,18.70431714952,8.64362694589,451.45717964347006,483.0573160074539,112.95687079960344,-0.2797539993830528,-0.9819867513831744
2,2010,27085,MCLEOD,MINNESOTA,7.28,1400,20.1955665785,24.3214529897,28.1172911366,28.311554977399997,19.966217940499998,8.33750620282,14.1167948727,16.6892803877,16.966195215,8.65864102117,14.266536390699999,19.2191239312,22.4032857621,22.6388750962,14.312429480799999,16.3854921454,14.940829067300001,18.8856410278,17.462162934400002,11.077444445,1.70287013782,1.3945555555899998,1.59497518632,1.22728287731,0.766286323633,9.044181141589998,8.16769231142,10.2403081071,9.34472290587,5.921865384299999,71.7799999128,160.15974345,90.0280769486,158.47833335200002,163.88564131799998,18.5680501322,9.199226116495,644.3317949814001,483.0573160074539,112.95687079960344,1.4277527151054223,0.1718422154438306
3,2009,27085,MCLEOD,MINNESOTA,7.94,1800,20.8889371349,23.7421709379,24.9532051173,25.0845905758,23.954410259499998,7.068403642280001,12.6948888901,13.612043006099999,14.024309361099998,11.592235046199999,13.9786703886,18.218529914,19.2826240617,19.5544499684,17.7733226529,17.941021513800003,17.478021369,17.0018155415,15.4105335028,15.1409999992,1.8045326713999998,1.7027051295,1.54511579745,1.24238626862,0.966085470684,9.8727770926,9.590363249260001,9.27346566948,8.326459885730001,8.05354273495,23.851538433200002,86.22474363639999,22.435256437800003,201.835641262,50.5942308932,17.761519397119997,9.265766474267501,384.9414106626,483.0573160074539,112.95687079960344,-0.8686138758121331,0.9247036019441479
4,2007,27085,MCLEOD,MINNESOTA,6.13,1900,22.7016955988,26.6690170891,28.662009912800002,25.6657775026,23.7261709262,9.61114971321,14.6679914623,15.967634419200001,14.8288957806,9.732948717080001,16.156422656,20.6685042757,22.314822166,20.2473366416,16.729559821600002,15.6068527742,20.8776752054,21.4134822282,15.6626220028,17.0706538287,1.4696401988999999,2.13903418822,1.53973945301,0.843957815191,1.16926923001,8.53824648655,11.508354696800001,11.4766108406,8.25328990902,9.119961529360001,62.35666660890001,64.7829486614,20.125000011500003,156.11782035,77.9164102654,19.223329112180004,9.9441254832425,381.29884589719995,483.0573160074539,112.95687079960344,-0.9008612702345786,-0.7024763660361897
5,2006,27085,MCLEOD,MINNESOTA,7.77,1500,20.5580314344,26.098119679899998,30.1398924985,26.7158850275,19.9088119535,9.5344747652,14.5740640875,17.7192349114,15.6933581567,8.825534195980001,15.0462530998,20.3360918837,23.929563704899998,21.2046215921,14.3671730748,15.3102440048,21.1707649626,23.5021215919,16.7664143692,12.196914523199998,1.79343672449,2.09098717907,1.98669975095,0.9590570722759999,0.629824784871,8.551840364650001,11.6308760708,12.7444106714,8.862735720739998,6.413369654049999,39.3674359386,69.978846223,40.8769230794,110.059359435,98.48923083860001,18.976740671059996,10.4474657068975,358.7717955146,483.0573160074539,112.95687079960344,-1.1002918159210393,1.0274822794840652
6,2005,27085,MCLEOD,MINNESOTA,7.2,1700,17.0820678132,26.999384609499998,28.687365581599998,26.390545902600003,23.8759700673,7.43925557665,16.3472735046,17.215603815,14.1467824615,11.4839530043,12.2606616949,21.673329056999997,22.9514846983,20.2686641821,17.6799615358,10.4245492177,19.091205140699998,20.546364763299998,17.385033079,15.7640128103,1.3646691466799998,2.3364401713799996,1.95279983268,1.01894540791,0.9840085479459999,5.89460918217,10.713822656,11.249582298,9.20198924344,8.37401067913,87.33397435219999,153.356666704,86.7314102768,75.4046153247,197.99820532,18.966820233620002,9.265000844902499,600.8248719777,483.0573160074539,112.95687079960344,1.0425886901486259,0.5464733446776338
7,2004,27085,MCLEOD,MINNESOTA,6.1,2000,18.6666542713,22.7797435903,25.989507829,23.2623945462,24.3266196642,6.72121174154,12.3345726549,15.277398675799999,11.3350372227,12.202675201600002,12.693933006400002,17.5571581226,20.6334532524,17.2987158844,18.2646474329,12.641182798800001,16.5283675237,16.865401146700002,14.060206794700001,16.189649563499998,1.21911910634,1.6432777774,1.43783291776,0.959520263616,1.22480341745,6.93015095255,9.08582265053,9.15161703222,7.5098635291399995,8.70722649046,195.67448715700002,119.178333081,105.604230537,62.821153861899994,153.314871788,17.28958153974,8.16936354111,636.5930764249001,483.0573160074539,112.95687079960344,1.3592423314366926,-0.46550317045548617
8,2003,27085,MCLEOD,MINNESOTA,6.89,1800,19.368999169200002,24.7975213809,27.5636104319,28.9613110122,22.6387564105,7.635272949760001,13.4625726431,16.1508353883,15.6623449178,8.639098280019999,13.5021360595,19.130047012000002,21.857222910100003,22.311827965,15.638927345299999,13.905521096,17.7931794847,17.9554879932,22.263684846999997,18.100132473,0.980798180364,1.68174358926,1.1235401164299998,1.04871381373,0.974884615776,7.443159638169999,9.737461536989999,9.5395140548,11.6561993304,9.537508544360001,105.438846071,94.4191025149,63.606282094099996,9.92705125529,78.4278204026,18.488032258380002,9.59408364009,351.81910233789,483.0573160074539,112.95687079960344,-1.1618435668459102,0.41155273408379767
9,2002,27085,MCLEOD,MINNESOTA,6.8,2000,17.6324772531,26.7502649507,29.3799007375,25.7638089304,23.326696577600003,5.46909429546,15.6735854754,18.6766004961,15.3148800666,10.9468290742,11.550785774300001,21.2119252131,24.028250616799998,20.5393444985,17.1367628259,13.7613564974,19.5362136879,19.4581803136,14.017158812,16.3834145241,1.6225268789700003,1.9520000007099998,1.6636310992399999,1.02432175312,1.13369657939,7.691941688189999,10.744106844300001,10.5609057064,7.52074028256,8.75855555176,72.5173076911,223.328076987,97.8201282746,230.23179529599997,26.7703846648,18.893413785719996,9.1294236303625,650.6676929135,483.0573160074539,112.95687079960344,1.4838440169204345,0.4076410582973038
