year,FIPS,County,State,yield,area,tmax5,tmax6,tmax7,tmax8,tmax9,tmin5,tmin6,tmin7,tmin8,tmin9,tave5,tave6,tave7,tave8,tave9,vpdmax5,vpdmax6,vpdmax7,vpdmax8,vpdmax9,vpdmin5,vpdmin6,vpdmin7,vpdmin8,vpdmin9,vpdave5,vpdave6,vpdave7,vpdave8,vpdave9,precip5,precip6,precip7,precip8,precip9
2016,08003,ALAMOSA,COLORADO,394,16800,17.7292680711,27.1555243454,28.2813729049,23.9457777383,23.2294629828,0.447218387639,6.75164200102,8.65077612924,7.1052016144,3.16426066688,9.08824322937,16.9535831732,18.4660745171,15.5254896764,13.1968618248,16.0367161317,29.9027776569,31.0953864787,21.0445722673,22.5776600129,0.853250967693,1.73598533207,1.99365580751,0.650812257967,1.09652533351,8.44498354971,15.8193814945,16.5445211431,10.8476922626,11.8370926732,21.7739800024,9.57817998858,19.1113299982,51.3431700675,13.6907299839
2016,08105,RIO GRANDE,COLORADO,378,15400,14.2074800779,23.3475223114,24.1808076425,20.3523496256,19.7012656878,-0.650208254261,5.59341421553,7.47441437739,5.89446204759,2.76590294064,6.77863591183,14.4704682634,15.8276110099,13.1234058366,11.2335843142,12.3898256714,23.1645024351,23.6601399217,16.1125891853,17.7974975388,0.998536053926,2.35915000181,2.60118216466,0.920277514794,1.55589926501,6.69418086269,12.7618262185,13.1306610432,8.51643335006,9.67669840193,42.0580220654,10.4553529328,30.8439926489,82.0101690982,22.853492612
2016,08109,SAGUACHE,COLORADO,403,15300,14.0434373017,23.6893911678,24.3975045347,20.6321645983,19.8088224953,-0.394469361619,6.06518775072,7.61205479641,6.02535457737,2.97286673401,6.82448397002,14.8772894592,16.0047796656,13.3287595878,11.3908446147,12.634156175,24.4913846667,24.3442577376,17.0048077447,18.0422386217,1.21623927951,2.55647075002,2.78799306978,1.1896461976,1.821857564,6.92519772726,13.5239277083,13.5661254037,9.09722697117,9.93204809283,36.8922409873,15.1578052235,33.0412369378,69.9198754812,20.6678614549
2016,16011,BINGHAM,IDAHO,409,60900,18.0374654165,26.3182978775,29.0342476085,28.9214391129,21.1664597283,3.30539502095,8.10309325369,9.80929805807,8.48890649163,5.75550443036,10.6714302187,17.2106955656,19.4217728333,18.7051728023,13.4609820793,14.5326260453,27.271438253,33.6944730589,34.5994970191,18.8113572162,1.06277950786,2.66094441142,4.19526673447,4.35692010039,2.00244537492,7.79770277658,14.9661913322,18.9448698967,19.4782085597,10.4069012956,44.7449046205,3.93867341353,5.66393063386,2.90313584654,58.9753670074
2016,16043,FREMONT,IDAHO,417,27200,15.8286766876,23.8856720933,26.022883261,26.5773562031,18.9708525558,1.25657202881,5.97579196839,6.95374393778,5.66957002973,3.4282952238,8.5426243582,14.9307320308,16.4883135994,16.1234631164,11.1995738898,12.4651750509,23.2444251853,27.3966615477,29.8261981588,16.3194570164,0.761453083523,2.0281483163,2.45555952558,2.95153189141,1.30722062979,6.6133140672,12.6362867508,14.9261105367,16.3888650251,8.81333882308,73.7938403551,12.0380586144,22.0317915404,5.31164169727,57.0887784546
2015,08003,ALAMOSA,COLORADO,386,18000,17.055380644,25.9895533387,25.4360032191,26.5371225886,24.5542033364,1.0729741926,6.54091667101,8.65380644775,7.62727742012,4.43227666796,9.06417741827,16.2652350048,17.0449048334,17.0822000044,14.4932400022,14.4104322661,27.0055166583,22.3664290225,26.4389580848,24.5339433242,0.670699999483,1.5589133334,0.859735482715,1.14353548284,1.3299399999,7.54056613279,14.2822149959,11.6130822526,13.7912467838,12.9319416621,63.2430001022,19.1999099306,51.7503999695,17.4964999849,13.898199991
2015,08105,RIO GRANDE,COLORADO,385,15400,13.4259392791,21.9295808942,21.8727348127,23.0154838766,21.0060637259,-0.321781310278,5.32529901905,7.10221537122,6.78718453533,4.37898529494,6.55207898439,13.6274399566,14.4874750919,14.9013342059,12.6925245104,11.0535910857,20.4707304011,17.1183491318,20.7673126257,19.4269754932,0.633384724,1.88610539143,0.927756166694,1.51645635613,1.8718382342,5.84348790485,11.1784178963,9.02305264925,11.1418844909,10.6494068637,91.8865442091,41.0096617187,61.8883823303,46.8553677048,28.1886029297
2015,08109,SAGUACHE,COLORADO,387,15100,13.1443334673,22.3151994638,21.8810046646,23.1125838759,21.1624176655,0.179468194315,5.80002074918,7.18209742374,7.06375761014,4.4228701491,6.66190083083,14.0576101065,14.5315510442,15.088170743,12.7926439073,10.5837498364,20.9839123042,17.4782841053,21.1477522971,19.8623922345,0.636846093553,1.92958366862,0.995739732309,1.79557649964,2.16100602528,5.61029796499,11.4567479864,9.23701191881,11.4716643984,11.0116991299,93.5149195768,35.4671666611,67.1454417737,39.4004819286,18.20477911
2015,16011,BINGHAM,IDAHO,391,61200,17.7273009616,27.3751242768,26.7348359074,28.1979134646,24.2387466252,4.66434551711,9.7042552999,10.434238309,10.0146597087,6.40217052058,11.1958232394,18.5396897884,18.5845371082,19.1062865867,15.3204585729,13.0000046676,28.2297398696,26.0788150239,30.9084887039,25.1621416115,0.944519857241,2.53975433722,2.04465131449,2.808312512,2.84517052019,6.97226226241,15.3847471034,14.0617331692,16.858400608,14.0036560659,105.512774581,12.8047659018,30.1439306067,22.4939884566,25.7343930035
2015,16065,MADISON,IDAHO,379,28200,16.4410571368,26.084188765,25.4772016909,27.1352001499,23.3316465768,3.78855422259,8.64155421659,9.43715895899,9.17345122021,5.73018875517,10.1148056797,17.3628714908,17.4571803249,18.154325685,14.530917666,11.8303808774,25.2245662521,23.9723940926,28.9193665118,23.9854096558,0.817442673433,2.27607228855,1.72828215886,2.52579090178,2.89255421656,6.3239117754,13.7503192703,12.8503381257,15.7225787068,13.4389819362,120.053253073,21.7294699218,37.8107229055,32.4292771666,31.225060108
