year,FIPS,County,State,yield,area,tmax5,tmax6,tmax7,tmax8,tmax9,tmin5,tmin6,tmin7,tmin8,tmin9,tave5,tave6,tave7,tave8,tave9,vpdmax5,vpdmax6,vpdmax7,vpdmax8,vpdmax9,vpdmin5,vpdmin6,vpdmin7,vpdmin8,vpdmin9,vpdave5,vpdave6,vpdave7,vpdave8,vpdave9,precip5,precip6,precip7,precip8,precip9
2013,27085,MCLEOD,MINNESOTA,6.68,1900,18.4619272077,24.1530555444,27.8561538684,27.3190612107,24.6534572487,7.35858147899,14.2161410199,16.5109305228,15.0073159666,11.3726367588,12.9102543433,19.1845982822,22.1835421956,21.1631885886,18.0130470037,12.6013854402,15.1105000018,20.5374565602,18.3085566663,16.7548461517,1.10657154807,1.37404700727,1.98136889896,1.20513234017,0.957410255803,6.85397849415,8.24227350454,11.2594127296,9.75684450326,8.85612820374,112.617820355,193.057692264,59.8705128382,45.4946150492,51.7347436883
2013,27093,MEEKER,MINNESOTA,6.44,1130,18.2523563722,23.8829016013,27.6167066032,27.3231029253,24.341244436,7.27369585243,13.8935396721,16.5334316589,14.9273763498,11.4361238134,12.7630261123,18.8882206367,22.0750691311,21.1252396376,17.8886841247,12.1114101415,14.9080031771,20.2132565387,18.7952688079,16.3849206354,1.06676190514,1.06590793667,1.839327188,1.01606144412,0.76817142804,6.58908602334,7.98695555689,11.0262918634,9.90566512603,8.57654603171,88.174095277,143.546381101,43.2094285754,44.5365715715,52.6585714117
2013,27129,RENVILLE,MINNESOTA,6.8,27100,18.5815370029,24.3279686324,27.8818918474,27.2731840669,24.7854470519,7.17568691098,14.1478588168,16.1959962037,14.6917039931,11.1764215771,12.8786119569,19.2379137246,22.0389440256,20.98244403,17.9809343145,13.0443130904,16.2364647071,21.0132542619,18.4048576754,17.303631367,1.08182352899,1.3829921578,1.82259013121,0.972673622938,0.774966665613,7.06306830969,8.80972843245,11.4179221966,9.68876564917,9.03929901632,65.8492941189,205.20629371,37.9484117381,48.644705958,64.9295294188
2013,27015,BROWN,MINNESOTA,7.63,8430,18.797169518,24.7862091563,28.146337774,27.2987697603,25.1706633802,7.61077166589,14.4474575102,16.0310088469,14.8141745547,11.2644182973,13.203970592,19.6168333333,22.0886733104,21.0564721575,18.2175408387,13.1608981658,16.8813790812,21.9602498194,18.1364326338,17.8721993515,1.09382036703,1.30863398592,1.54817204085,0.750041112602,0.755699346395,7.12735926641,9.09500653357,11.7542109301,9.44323687322,9.31394934894,84.4018627836,152.859999932,25.3346078798,55.6200980131,46.8048039945
2013,27043,FARIBAULT,MINNESOTA,6.24,4820,18.7173614486,24.9395128131,28.2533802125,27.0775296364,25.245282052,8.45910119022,15.131344739,16.6664984843,15.8745712759,11.8062649605,13.5882313194,20.035428776,22.4599393484,21.4760504562,18.5257735062,12.96026744,17.3003960074,23.0665701715,18.0788640755,18.5418290559,1.41323683424,2.09039031067,2.59856906559,1.72523573065,1.47236752139,7.1867521371,9.69539315901,12.8325696186,9.90204990308,10.0070982886,164.694786441,220.847691927,74.1332480805,75.8964101879,26.6917948964
2013,27047,FREEBORN,MINNESOTA,6.56,5410,18.0985138303,24.3923839246,27.6436117415,26.7100259263,24.5729077368,8.32618951461,14.9202410672,16.658424537,15.5598214285,11.6668541727,13.2123516725,19.6563124959,22.1510181393,21.1349236774,18.1198809547,11.8923732798,15.2562232222,21.8258842197,17.3518346717,16.634035709,1.27094469917,1.75507440484,2.33445276576,1.38794642743,1.08365773865,6.58165898947,8.50564881351,12.0801684927,9.36989054956,8.85884672383,221.58464289,229.643660524,92.3252676066,71.5740178877,33.9983035621
2013,27079,LE SUEUR,MINNESOTA,5.68,1770,18.2501816894,24.2978697254,27.6338858026,26.9357878883,24.496498075,7.49581386432,14.2444176321,16.1920207732,14.9204152701,11.2159233727,12.8729977769,19.2711436788,21.9129532879,20.9281015792,17.8562107239,12.0374156401,15.0321494351,20.1739191616,17.4357582601,16.375452116,0.923941415352,1.16570881259,1.55041898284,1.09951427406,0.988505745794,6.48067852773,8.09892912386,10.8621690722,9.26763626707,8.68197893089,116.196896512,134.294138181,94.265861983,26.0812644456,51.3629884484
2013,27091,MARTIN,MINNESOTA,6.61,2040,18.6566810002,25.0482320913,28.5576463478,27.1657753729,25.543355545,8.17373476088,15.0364962966,16.4621744258,15.5760501709,11.4283777813,13.4152078806,20.042364194,22.5099103868,21.3709127719,18.4858666632,12.8543249727,17.9852024681,23.7433046475,17.9706021515,19.3739925891,1.36895818204,2.18273086375,2.78556989283,1.57717084839,1.28344938167,7.11164157736,10.0839666659,13.2644372702,9.77388649995,10.3287209854,148.69992604,126.727333532,25.0159999968,66.3211112809,18.7374074175
2013,27103,NICOLLET,MINNESOTA,6.93,1300,18.7792626779,24.6333285577,28.0471843517,27.244608299,24.7609904934,7.61777418804,14.4489666582,16.2903225668,15.0482672669,11.4409381033,13.198518433,19.541147608,22.1687534593,21.146437783,18.1009642984,13.0746267279,16.0688857131,21.526101375,18.1435023,17.1724952328,1.06747926233,1.39795237999,1.66869124477,1.09099999957,0.93766666579,7.07105299512,8.73341904653,11.5973963099,9.61725114979,9.05508094928,92.1161427684,162.864285603,63.0845715193,30.2939999927,54.4904286381
2013,27147,STEELE,MINNESOTA,7.07,2600,17.998392162,24.377552097,27.4840019932,26.6649142879,24.4199270835,8.01316028001,14.6634895797,16.5414415451,15.2425000158,11.324583333,13.005776221,19.5205208384,22.0127217692,20.9537071518,17.8722552082,11.3978225807,14.714005206,20.3312298401,16.8527268145,16.0922083358,1.02104334719,1.22243749913,1.90840725531,1.21258064421,1.05666666608,6.20943296393,7.96822135255,11.1198185477,9.03265372935,8.57443750094,205.667812119,143.169531466,115.598906356,58.2953123878,43.6767188329
2013,27161,WASECA,MINNESOTA,7.11,2380,18.1556854688,24.3971574081,27.6486603804,26.7443951518,24.6817823993,7.90500000206,14.547509251,16.4114740109,15.3027240145,11.4869259399,13.0303427354,19.4723333296,22.0300671956,21.0235595831,18.0843541696,11.7323566293,15.4641898218,21.1318817109,16.7772356639,16.6223472187,1.07174731258,1.4535462974,2.07304659412,1.22552867282,1.08200925926,6.40205197092,8.45886805961,11.6024641525,9.00138216837,8.85217823897,167.561388672,160.093472202,121.954027715,53.3763887078,50.4536110523
2013,27165,WATONWAN,MINNESOTA,7.12,1470,18.885537646,25.1160972516,28.4898387155,27.2323834896,25.4406203645,8.11984766443,15.0535601883,16.4755152451,15.3901747273,11.4659027808,13.5026926552,20.0848287199,22.4826769803,21.3112791084,18.4532615727,13.5571102062,18.1377407365,23.3392921334,17.9074641462,18.9885277708,1.33824820866,2.00544444285,2.42665322709,1.27795698741,1.14780555395,7.44767920743,10.0715925897,12.8829726802,9.5927105668,10.0681666624,107.168333276,138.148055658,35.2705555469,80.1454167171,37.516666843
2013,27037,DAKOTA,MINNESOTA,6.75,7630,18.4360848959,24.1608947366,27.527392185,27.4691307301,24.3656035032,7.78540238283,14.446659648,16.7667062685,15.4996400671,11.495326308,13.1107436394,19.3037771923,22.1470492267,21.4843853986,17.9304649056,12.5199354943,14.5078070134,20.2127911796,19.7473480474,16.1571193064,1.1813005082,1.31107368212,2.34382342998,1.78035993147,1.23785964749,6.85061800127,7.90944034778,11.2783073048,10.7638539894,8.69748947696,163.810421398,136.420210847,112.170526168,45.744000036,46.7267368268
2013,27049,GOODHUE,MINNESOTA,6.02,3420,18.3041317773,24.0963711689,27.3944200665,27.1457286596,24.1945437339,7.14555937232,13.732692671,15.7845573162,14.232800282,10.3013877045,12.7248455748,18.91453192,21.5894886914,20.6892644708,17.2479657192,12.4356417235,14.2630189119,20.2230267705,19.0351498587,16.0997494054,0.777886066375,0.590562646863,1.38540837306,0.959457789873,0.6326903062,6.60676389496,7.42679077939,10.8042175718,9.99730382428,8.36621985582,148.946099327,112.327801438,58.4561701857,39.1907092178,60.2802127866
2013,27109,OLMSTED,MINNESOTA,6.69,6040,17.8828196045,23.8366728282,27.0417592375,26.3101612926,23.7383179076,7.3479569958,13.7681790077,15.7633602079,14.3786827943,10.4449814773,12.6153883001,18.802425918,21.4025597227,20.3444220434,17.0916496924,11.5828643963,13.5396759257,19.6264665452,16.6863679973,14.977947523,0.891033451752,0.665978394139,1.54194444559,0.95280465876,0.716743825924,6.23694892404,7.1028271599,10.5842054954,8.81958632802,7.84734567445,280.475463057,157.795926036,54.5349073582,71.7743518731,38.9959259406
2013,27157,WABASHA,MINNESOTA,7.16,3660,18.5290391169,24.1845425572,27.6485071961,27.1934351355,24.2283049651,7.28022993358,13.675737578,15.7829684167,14.2932944327,10.2613510653,12.9046345253,18.9301400676,21.7157378064,20.7433647841,17.2448280152,13.204608796,14.7788687772,21.5844680577,19.5466266287,16.6613794406,0.914296499428,0.767120567185,1.6650034323,1.04766300581,0.779287234593,7.05945264771,7.77299467219,11.624735745,10.2971448173,8.72033333761,226.538829933,121.668510561,47.9674468537,35.3449999937,47.2526595939
2012,27067,KANDIYOHI,MINNESOTA,7.07,6180,22.2889183975,26.6287475506,30.5950948536,26.7613923075,23.8675857829,10.0065607197,14.4051078383,19.0944093952,13.2901423155,6.62378921811,16.1477395586,20.5169276945,24.8447521244,20.0257673115,15.2456875005,17.328429807,20.9397475378,23.2245256229,20.3336859462,23.5095171508,1.70585151631,1.89463970718,1.51532732263,0.925037950018,1.55462990163,9.51714066166,11.4171936225,12.3699264728,10.6293619481,12.5320735262,168.198676512,116.814853007,45.8972794235,49.8958824222,4.67874999507
2012,27129,RENVILLE,MINNESOTA,7.1,28200,23.0153757065,27.2276372584,31.1689905112,27.1195237169,24.2979490146,10.6388083574,14.7019098144,19.2611916488,13.4687836861,6.69360196371,16.8270920319,20.9647735364,25.21509108,20.2941537015,15.4957754891,18.4103700148,21.9874549003,24.4901745789,20.8509563573,23.9028784248,2.1430986718,2.17058431381,1.9382998097,0.910555975992,1.39653529335,10.2767343433,12.079019607,13.2142371943,10.8807561667,12.6497068591,216.116999535,91.9116472187,35.8792941912,70.0625881749,12.4965294352
2012,27143,SIBLEY,MINNESOTA,6.0,5100,23.0602168577,27.1710588279,31.3447871985,27.0219192277,23.7621876679,10.8300975962,14.995478983,19.4071781048,13.9949146166,7.53764706537,16.9451572269,21.0832689054,25.3759826516,20.5084169222,15.6499173666,17.7237815203,21.7576022315,24.7427947793,20.2328300333,22.1305266038,2.01637300217,2.28796638738,1.74450528468,1.14230956794,1.48844257581,9.87007726123,12.0227843094,13.243650032,10.6875698006,11.8094845898,280.934705678,117.748571443,63.4310083572,51.1544537037,13.9203361538
2012,27013,BLUE EARTH,MINNESOTA,5.55,1300,23.5888101451,27.4408852515,31.4364595489,27.4818112201,24.4826093012,11.2232522456,15.4547950872,19.4363722768,14.3637281799,8.00042076571,17.4060311954,21.4478401693,25.4364159129,20.9227697,16.2415150334,18.6751004826,22.8189781371,25.6645611141,22.9119196163,24.4396666761,2.34572712943,3.12072950773,2.14540983562,1.76671602292,1.96823223892,10.510413806,12.9698538224,13.9049854748,12.3393178196,13.2039494575,195.04000012,49.4273769713,39.1831967083,40.0950818794,20.3647541396
2012,27043,FARIBAULT,MINNESOTA,6.69,5090,23.5908767681,27.2790398763,31.2734546593,27.5454149483,24.4371025827,11.3386821065,15.7222336239,19.3292693805,14.4245106136,8.07536182477,17.4647794373,21.5006367501,25.3013620199,20.9849627809,16.2562322037,18.6686104124,22.3142364641,25.239782183,22.8517645418,23.9249885945,2.45113592372,3.29324216708,2.25900193127,1.96888337423,2.0354871791,10.5598731681,12.8037393156,13.7493920571,12.410323958,12.9802378868,140.697948754,79.7788888678,37.1510257178,47.0228205557,28.8144444746
2012,27047,FREEBORN,MINNESOTA,7.79,6190,22.870861168,26.768401778,30.8391877929,27.1449193562,23.7151994058,11.0129233847,15.3234166692,18.9719902005,13.9462960801,7.89663392949,16.9418922764,21.0459092236,24.9055889967,20.5456077181,15.8059166676,17.3788507903,21.2271993864,24.0774107108,21.7294354972,21.7029136824,2.08863767443,2.6857440462,1.83385368487,1.47711405593,1.57761607105,9.73374423236,11.9564717163,12.9556321979,11.6032747765,11.6402648767,124.597410847,85.7908036655,37.6631250528,55.5478570888,37.0963393186
2012,27091,MARTIN,MINNESOTA,7.29,2200,23.7083440797,27.4354691404,31.1560692877,27.6129653653,24.7156148049,11.3449032222,15.6920172962,19.2320047686,14.3863679712,7.90913332869,17.5266236509,21.5637432183,25.1940370282,20.9996666682,16.3123740668,18.7074456349,22.1296024702,24.1261338137,22.6779139798,24.145693839,2.37973476527,3.18506667153,2.11271923576,1.87499402608,2.14672592658,10.5435902001,12.6573345708,13.1194265247,12.276454003,13.1462098828,191.394444483,49.6348888063,40.9384444521,52.00177781,21.6220740934
2012,27103,NICOLLET,MINNESOTA,5.43,2600,23.3031428654,27.2944285583,31.407700449,27.2624515911,24.0806761801,10.7485944658,14.8790428638,19.2356359469,13.9451981672,7.45508096025,17.0258686656,21.0867357111,25.3216681979,20.6038248792,15.7678785702,18.042640543,22.1327333596,24.9278018477,21.4663456219,23.1063809502,1.90883410179,2.28537618981,1.570304146,1.21807833842,1.53885237887,9.97573732238,12.2090547747,13.2490529968,11.3422119802,12.3226166645,259.228571401,55.7018571764,53.1338571773,41.4879998993,16.8762857643
2012,27161,WASECA,MINNESOTA,7.04,3570,23.0569668671,26.95524076,30.7746505079,26.9262858625,24.1743703869,10.9746057368,15.1603240834,18.9480196921,13.7365143432,7.58975462755,17.0157863019,21.0577824217,24.8613351,20.3314001028,15.8820625072,17.7651926523,21.7871111163,23.102571681,21.2822401476,24.1655324066,2.14718637889,2.75337036771,1.72357526775,1.54939964298,1.84310185199,9.95618951557,12.270240742,12.4130734744,11.4158198953,13.0043171293,164.905694392,109.358055486,49.6520832062,38.9602777603,30.0441667463
2012,27039,DODGE,MINNESOTA,7.75,2640,22.5597491102,26.5704676045,30.2746819023,26.2372894381,23.336384288,10.8613844107,14.961893515,18.6829838889,13.4405913943,7.39475463409,16.7105667604,20.7661805598,24.4788328956,19.8389404162,15.3655694611,17.1272087771,21.0858147935,21.8776209572,18.3344175613,20.4446898275,1.92926523509,2.2398009275,1.45287186363,0.875748207611,1.10917592476,9.52823700611,11.6628078605,11.6652464104,9.60508288444,10.7769328761,141.40666671,128.782916852,102.584583378,67.5151389775,29.5068056263
2012,27049,GOODHUE,MINNESOTA,7.42,3380,22.6385403895,26.7948014144,30.6455685208,26.4478746326,23.4331796693,10.2624342295,14.3709007106,18.3881789118,13.2679775834,6.94340662364,16.4504873095,20.5828510625,24.5168737163,19.857926108,15.1882931465,17.4613109107,21.5946170305,23.3694966858,18.9965614266,21.1747872186,1.49097689472,1.7083924351,1.21401052366,0.822420497932,0.897933805527,9.4761439027,11.6515047328,12.2917536047,9.90949096225,11.0363605121,157.735461115,245.618865536,111.591205599,83.8101419318,20.3930496693
2012,27099,MOWER,MINNESOTA,6.37,6890,22.6581813226,26.4585632113,30.7144021012,26.6781729795,23.2934051875,10.4435205799,14.7677701176,18.3584899863,13.0940127984,7.433353448,16.5508509512,20.6131666645,24.5364460437,19.886092889,15.3633793178,17.2109621784,20.8800517185,24.4277641821,20.3856563028,20.2805172354,1.7253781971,2.16237356282,1.34891268056,0.877299777184,1.26988218335,9.46817018777,11.5212126407,12.8883384313,10.63147804,10.7751997094,107.503275771,72.9496551527,51.195775918,66.9434483468,39.32991384
2012,27109,OLMSTED,MINNESOTA,6.73,6000,22.5345012016,26.6107685013,30.6243429087,26.2834348901,23.0706203667,10.3564964257,14.492885798,18.3752269973,13.2387664147,7.21681172681,16.4454988137,20.5518271496,24.499784953,19.7611006524,15.1437160467,17.2818847019,21.4837654314,24.0518369336,19.022825572,19.8089475379,1.85681600804,2.12465123029,1.57017025008,1.08302568625,1.19931790052,9.56935035499,11.8042083308,12.8110035918,10.0529256291,10.5041327192,130.127129748,99.1950002259,107.068055714,68.1195371071,30.3292592134
2012,27157,WABASHA,MINNESOTA,7.19,3400,22.8362594371,27.1278297877,31.1736513019,26.7916472146,23.3233829884,10.2042621855,14.1563652394,18.3140459918,13.2561461844,6.70285814843,16.5202608113,20.6420975136,24.7438486468,20.0238966995,15.0131205684,18.0195161334,23.0226595666,26.5682223686,20.8081056942,20.7589184392,1.79221344953,1.89271276581,1.47364790684,1.0488778317,0.94794680806,9.90586479147,12.4576861662,14.0209351377,10.928491763,10.8534326237,137.911595601,141.244999788,75.8211701877,79.1986170868,29.2405319477
2011,27067,KANDIYOHI,MINNESOTA,5.03,5500,18.178024188,23.7197794222,29.4290322502,26.3896726797,21.7205416658,7.6171252406,13.7520735215,18.802929308,14.7665204059,8.19479656678,12.8975747143,18.7359264719,24.1159807791,20.5780965428,14.9576691163,11.3733135751,15.5499681399,18.7837381378,15.9600474339,15.281715684,0.922217741308,1.46123039285,1.00161764713,0.55114800671,0.464095587959,6.14776565819,8.50559926638,9.89267789247,8.25559772031,7.87290563596,131.015441136,119.86786777,188.892794194,80.9281617918,18.2014705754
